2019-09-13 11:56:02.292946
(0.005193008000333066, 'B\r', 4)
(0.02933475500003624, 'count=0', 4)
(0.030326696999964042, 'B\r', 4)
(0.05516971500037471, 'count=1', 4)
(0.056119048000255134, 'B\r', 4)
(0.08118705100014267, 'count=2', 4)
(0.08216536899999483, 'B\r', 4)
(0.10722958700034724, 'S\r', 4)
(0.16819293400021706, 'S\r', 4)
(0.22918592099995294, 'S\r', 4)
(0.290196663000188, 'count=3', 4)
(0.2911897100002534, 'B\r', 4)
(0.31625232000033066, 'S\r', 4)
(0.37828291000005265, '192.168.4.4\r', 4)
(0.3791888220002875, 'N\r', 4)
(0.3802488020000965, 'No Wi-Fi connection\r', 4)
(0.3992108550000921, 'count=4', 4)
(0.4001898860001347, 'B\r', 4)
(0.43017577800037543, 'S\r', 4)
(0.492359566000232, 'D3-3**************************\r', 4)
(0.49328995300038514, 'D3-4**************************\r', 4)
(0.4933997860002819, 'count=5', 4)
(0.4952274910001506, 'B\r', 4)
(0.523214186000132, 'count=6', 4)
(0.5241749760002676, 'B\r', 4)
(0.5532352019999962, 'count=7', 4)
(0.5541734650000762, 'B\r', 4)
(0.5832105370000136, 'S\r', 4)
(0.6452080460003344, 'D3-6**************************\r', 4)
(0.6453257250000206, 'count=8', 4)
(0.6463043120002112, 'B\r', 4)
(0.6752303380003468, 'count=9', 4)
(0.6761719210003321, 'B\r', 4)
(0.7052031070002158, 'count=10', 4)
(0.7061609860002136, 'B\r', 4)
(0.7352321090002079, 'count=11', 4)
(0.7361692990002666, 'B\r', 4)
(0.7662012270002379, 'count=12', 4)
(0.7671811489999527, 'B\r', 4)
(0.7961341950003771, 'S\r', 4)
(0.8581857610001862, 'D3-9**************************\r', 4)
(0.8593780000001061, 'D3-10*************************\r', 4)
(0.8594861910000873, 'count=13', 4)
(0.8611603080003079, 'B\r', 4)
(0.8932492200001434, 'count=14', 4)
(0.8941726830003063, 'B\r', 4)
(0.9241401230001429, 'S\r', 4)
(0.9842291930003739, 'count=15', 4)
(0.986196370000016, 'B\r', 4)
(1.1852768300000207, '.................192.168.4.4\r', 4)
(1.1853438970001662, 'N\r', 4)
(1.2561720410003545, 'count=16', 4)
