50.8627674;4.683802;17.51;-67
50.8627674;4.683802;17.51;-67
50.8627674;4.683802;17.51;-67
50.8627676;4.6838019;17.51;-66
50.8627677;4.6838018;17.52;-67
50.8627677;4.6838018;17.52;-67
50.8627677;4.6838018;17.52;-67
50.8627677;4.6838018;17.52;-68
50.8627678;4.6838017;17.52;-69
50.8627683;4.6838014;17.53;-68
50.8627684;4.683801;17.53;-67
50.8627686;4.6838008;17.52;-67
50.8627686;4.6838008;17.52;-67
50.862769;4.6838006;17.52;-68
50.862769;4.6838006;17.52;-69
50.8627691;4.6838006;17.55;-67
50.8627691;4.6838006;17.55;-66
50.8627693;4.6838003;17.58;-68
50.8627693;4.6838003;17.58;-67
50.8627693;4.6838003;17.58;-68
50.8627694;4.6838002;17.6;-68
50.8627694;4.6838002;17.6;-69
50.8627694;4.6838002;17.6;-67
50.8627693;4.6838002;17.61;-68
50.8627695;4.6838002;17.62;-68
50.8627696;4.6838004;17.63;-66
50.8627692;4.6838008;17.65;-63
50.862769;4.683801;17.66;-68
50.862769;4.683801;17.66;-68
50.8627688;4.6838009;17.67;-68
50.8627688;4.6838009;17.67;-68
50.8627684;4.6838006;17.67;-68
50.8627684;4.6838006;17.67;-67
50.8627681;4.6838009;17.69;-67
50.8627679;4.683801;17.7;-71
50.8627676;4.6838012;17.69;-66
50.8627675;4.6838014;17.69;-62
50.8627673;4.6838017;17.7;-64
50.8627673;4.6838017;17.7;-67
50.8627672;4.683802;17.7;-65
50.8627673;4.6838019;17.71;-67
50.8627673;4.6838019;17.71;-66
50.8627673;4.6838018;17.72;-67
50.8627677;4.6838018;17.73;-66
50.8627679;4.6838017;17.73;-67
50.8627682;4.6838015;17.74;-67
50.8627682;4.6838016;17.73;-67
50.8627682;4.6838016;17.73;-68
50.8627682;4.6838016;17.73;-64
50.8627682;4.6838016;17.73;-65
50.8627682;4.6838016;17.73;-68
50.8627677;4.6838017;17.73;-92
50.8627677;4.6838017;17.73;-65
50.8627668;4.6838017;17.7;-67
50.8627666;4.6838015;17.69;-68
50.8627666;4.6838015;17.69;-68
50.8627666;4.6838015;17.69;-68
50.8627664;4.6838014;17.68;-68
50.8627664;4.6838014;17.68;-68
50.8627655;4.6838011;17.64;-66
50.8627652;4.6838011;17.62;-65
50.8627652;4.6838011;17.62;-68
50.8627648;4.6838012;17.6;-68
50.8627644;4.6838013;17.57;-70
50.8627635;4.6838016;17.54;-68
50.8627635;4.6838016;17.54;-68
50.8627635;4.6838016;17.54;-68
50.8627631;4.6838016;17.52;-64
50.8627631;4.6838016;17.52;-64
50.8627631;4.6838016;17.52;-67
50.8627628;4.6838017;17.51;-68
50.8627628;4.6838017;17.51;-68
50.8627625;4.6838016;17.51;-67
50.862762;4.6838016;17.53;-66
50.8627613;4.6838017;17.54;-70
50.8627613;4.6838017;17.54;-69
50.8627613;4.6838017;17.54;-70
50.8627613;4.6838017;17.54;-83
50.8627613;4.6838017;17.54;-70
50.8627609;4.6838016;17.55;-62
50.8627606;4.6838016;17.55;-67
50.8627605;4.6838017;17.55;-79
50.8627605;4.6838017;17.55;-65
50.8627602;4.6838017;17.55;-65
50.8627602;4.6838017;17.55;-65
50.8627602;4.6838017;17.55;-64
50.8627601;4.6838018;17.56;-66
50.8627601;4.6838018;17.56;-68
50.8627601;4.6838018;17.56;-67
50.8627601;4.683802;17.56;-79
50.86276;4.6838023;17.58;-67
50.86276;4.6838023;17.58;-67
50.8627602;4.6838032;17.59;-68
50.8627602;4.6838032;17.59;-68
50.8627603;4.6838037;17.6;-68
50.8627605;4.6838042;17.61;-67
50.8627607;4.6838051;17.6;-69
50.8627607;4.6838051;17.6;-69
50.8627607;4.6838051;17.6;-69
50.8627609;4.6838057;17.61;-66
50.8627612;4.6838063;17.6;-66
50.8627612;4.6838063;17.6;-69
50.8627615;4.6838069;17.6;-66
50.8627615;4.6838069;17.6;-66
50.8627617;4.6838075;17.6;-66
50.8627617;4.6838075;17.6;-66
50.8627619;4.683808;17.6;-66
50.8627622;4.6838088;17.58;-66
50.8627624;4.6838097;17.55;-66
50.8627625;4.68381;17.55;-66
50.8627625;4.68381;17.55;-63
50.8627625;4.68381;17.55;-65
50.8627625;4.6838105;17.55;-64
50.8627627;4.6838107;17.54;-65
50.8627627;4.6838107;17.54;-94
50.8627627;4.6838107;17.54;-65
50.8627627;4.6838107;17.54;-66
50.8627629;4.683811;17.53;-90
50.8627629;4.683811;17.53;-66
50.862763;4.6838113;17.52;-68
50.8627635;4.6838116;17.5;-67
50.8627635;4.6838116;17.5;-67
50.8627656;4.6838102;17.52;-66
50.8627663;4.6838097;17.54;-61
50.8627668;4.6838098;17.55;-65
50.8627668;4.6838098;17.55;-74
50.862767;4.6838102;17.56;-66
50.862767;4.6838111;17.6;-81
50.8627666;4.6838131;17.83;-68
50.8627665;4.6838139;17.99;-62
50.8627665;4.6838139;17.99;-75
50.8627662;4.6838149;18.15;-63
50.8627662;4.6838149;18.15;-62
50.8627658;4.6838158;18.36;-65
50.8627655;4.6838164;18.54;-63
50.8627655;4.6838157;18.97;-67
50.8627652;4.6838148;19.16;-65
50.8627644;4.6838143;19.37;-70
50.8627644;4.6838143;19.37;-67
50.8627644;4.6838143;19.37;-61
50.8627636;4.6838147;19.6;-73
50.8627631;4.6838159;19.82;-73
50.8627627;4.6838177;20.02;-65
50.8627623;4.68382;20.25;-70
50.8627621;4.6838219;20.48;-71
50.8627619;4.6838232;20.62;-70
50.8627619;4.6838232;20.62;-71
50.8627619;4.6838232;20.62;-70
50.8627618;4.6838237;20.67;-71
50.8627618;4.6838237;20.67;-68
50.8627618;4.6838237;20.67;-68
50.8627617;4.6838236;20.75;-63
50.8627617;4.6838236;20.75;-65
50.8627614;4.6838228;20.9;-68
50.8627614;4.6838228;20.9;-68
50.8627613;4.6838199;21.31;-65
50.8627613;4.6838199;21.31;-69
50.8627611;4.6838189;21.57;-65
50.8627611;4.6838189;21.57;-65
50.8627608;4.6838186;21.86;-68
50.8627608;4.6838186;21.86;-71
50.8627608;4.6838186;21.86;-68
50.8627608;4.6838186;21.86;-70
50.8627608;4.6838186;21.86;-70
50.8627602;4.6838189;22.17;-69
50.8627602;4.6838189;22.17;-70
50.8627584;4.6838197;22.79;-67
50.8627584;4.6838197;22.79;-69
50.8627584;4.6838197;22.79;-70
50.862758;4.6838199;22.96;-71
50.8627577;4.6838202;23.01;-70
50.8627577;4.6838202;23.01;-71
50.8627573;4.6838206;22.94;-71
50.8627573;4.6838206;22.94;-84
50.8627575;4.6838205;22.94;-68
50.8627577;4.6838203;22.97;-70
50.8627577;4.6838203;22.97;-74
50.8627577;4.6838203;22.97;-72
50.8627579;4.6838198;23.0;-72
50.862758;4.6838197;23.03;-69
50.862758;4.6838197;23.03;-69
50.8627581;4.6838197;23.06;-66
50.8627586;4.6838192;23.35;-63
50.8627588;4.683819;23.48;-67
50.8627588;4.683819;23.48;-86
50.8627599;4.6838191;23.97;-65
50.8627605;4.6838198;24.08;-65
50.8627605;4.6838198;24.08;-67
50.8627605;4.6838198;24.08;-65
50.862761;4.6838205;24.19;-68
50.8627613;4.6838217;24.5;-67
50.8627613;4.6838217;24.5;-68
50.8627613;4.6838217;24.5;-73
50.8627614;4.6838222;24.85;-68
50.8627614;4.6838222;24.85;-66
50.8627616;4.6838221;25.02;-68
50.8627617;4.6838219;25.19;-68
50.8627617;4.6838219;25.19;-65
50.8627617;4.6838218;25.36;-67
50.8627621;4.683822;25.83;-65
50.8627621;4.683822;25.83;-67
50.8627621;4.683822;25.83;-72
50.8627624;4.6838222;26.02;-65
50.8627629;4.6838221;26.35;-73
50.8627638;4.683822;26.88;-65
50.8627638;4.683822;26.88;-65
50.8627638;4.6838223;27.05;-67
50.8627638;4.6838223;27.05;-68
50.8627638;4.6838223;27.05;-73
50.8627638;4.6838223;27.05;-75
50.8627636;4.6838225;27.21;-66
50.8627636;4.6838225;27.21;-67
50.8627636;4.6838225;27.21;-66
50.8627636;4.6838225;27.21;-69
50.8627636;4.6838225;27.21;-70
50.8627635;4.6838225;27.39;-73
50.8627635;4.6838225;27.39;-65
50.8627632;4.6838225;27.62;-72
50.8627632;4.6838225;27.62;-73
50.8627632;4.6838225;27.62;-67
50.8627629;4.6838228;27.9;-66
50.8627627;4.6838233;28.15;-67
50.8627629;4.6838244;28.37;-66
50.8627636;4.6838257;28.6;-66
50.8627636;4.6838257;28.6;-64
50.8627646;4.683827;28.84;-68
50.8627651;4.683828;29.05;-66
50.8627653;4.6838288;29.27;-66
50.8627653;4.6838297;29.48;-68
50.862765;4.6838312;29.7;-87
50.862765;4.6838312;29.7;-65
50.8627645;4.6838335;29.94;-67
50.8627645;4.6838335;29.94;-94
50.8627642;4.6838354;30.17;-66
50.8627642;4.6838383;30.6;-66
50.8627644;4.6838396;30.85;-64
50.8627647;4.6838411;31.08;-70
50.8627651;4.6838424;31.3;-68
50.8627653;4.6838436;31.51;-68
50.8627653;4.6838436;31.51;-68
50.8627653;4.6838436;31.51;-66
50.8627653;4.6838436;31.51;-66
50.8627651;4.6838445;31.73;-68
50.8627651;4.6838445;31.73;-66
50.8627649;4.6838454;31.95;-95
50.8627643;4.6838462;32.18;-66
50.862764;4.6838471;32.41;-66
50.862764;4.6838471;32.41;-65
50.8627638;4.6838481;32.65;-64
50.8627635;4.683849;32.86;-64
50.8627633;4.6838498;33.08;-65
50.8627633;4.6838498;33.08;-66
50.8627633;4.6838498;33.08;-67
50.8627633;4.6838498;33.08;-66
50.8627632;4.6838503;33.3;-65
50.862763;4.6838502;33.5;-67
50.862763;4.6838502;33.5;-67
50.8627627;4.6838499;33.7;-67
50.8627627;4.6838499;33.7;-68
50.8627622;4.6838507;34.16;-67
50.862762;4.6838522;34.4;-67
50.8627615;4.6838561;34.88;-67
50.862761;4.6838577;35.1;-67
50.8627605;4.6838593;35.35;-65
50.8627605;4.6838593;35.35;-65
50.8627605;4.6838593;35.35;-68
50.8627601;4.6838605;35.59;-68
50.8627601;4.6838605;35.59;-68
50.86276;4.6838614;35.81;-69
50.8627603;4.6838631;37.11;-65
50.8627603;4.6838631;37.11;-66
50.8627603;4.6838631;37.11;-65
50.8627603;4.6838631;37.11;-66
50.8627601;4.6838632;37.31;-66
50.8627599;4.6838631;37.52;-68
50.8627599;4.6838633;37.74;-67
50.8627599;4.6838633;37.74;-67
50.8627599;4.6838636;37.95;-63
50.8627599;4.6838636;37.95;-66
50.8627599;4.6838639;38.15;-63
50.8627599;4.6838639;38.15;-64
50.8627598;4.6838639;38.35;-65
50.8627597;4.6838638;38.56;-64
50.8627591;4.6838635;38.96;-66
50.8627591;4.6838635;38.96;-66
50.8627591;4.6838635;38.96;-66
50.8627588;4.6838631;39.15;-67
50.8627585;4.6838627;39.35;-67
50.8627585;4.6838627;39.35;-67
50.8627585;4.6838627;39.35;-68
50.8627585;4.6838627;39.58;-67
50.8627585;4.6838627;39.58;-67
50.8627583;4.6838628;39.8;-68
50.8627582;4.6838631;40.01;-65
50.8627583;4.6838633;40.15;-66
50.8627587;4.6838637;40.25;-65
50.8627594;4.6838648;40.41;-66
50.8627594;4.6838648;40.45;-62
50.8627594;4.6838648;40.45;-64
50.8627595;4.6838648;40.46;-65
50.8627595;4.6838648;40.46;-66
50.8627594;4.6838645;40.47;-68
50.8627591;4.6838641;40.47;-68
50.8627591;4.6838641;40.47;-68
50.8627591;4.6838641;40.47;-67
50.862759;4.6838637;40.47;-68
50.862759;4.6838637;40.47;-68
50.862759;4.6838637;40.47;-69
50.8627589;4.6838632;40.49;-67
50.8627595;4.6838628;40.47;-67
50.8627594;4.6838631;40.45;-65
50.8627594;4.6838631;40.45;-67
50.8627594;4.6838631;40.45;-68
50.8627593;4.6838635;40.45;-70
50.8627592;4.6838639;40.46;-67
50.862759;4.6838644;40.46;-68
50.862759;4.6838644;40.47;-68
50.8627591;4.6838643;40.47;-67
50.8627591;4.6838643;40.47;-67
50.8627589;4.6838641;40.46;-68
50.8627589;4.6838641;40.46;-66
50.8627588;4.6838639;40.45;-68
50.8627589;4.6838638;40.46;-66
50.862759;4.6838639;40.47;-67
50.862759;4.6838639;40.47;-68
50.862759;4.6838639;40.47;-67
50.8627591;4.683864;40.47;-65
50.862759;4.6838641;40.48;-65
50.862759;4.6838641;40.48;-65
50.8627587;4.683864;40.48;-66
50.8627591;4.683864;40.51;-67
50.8627593;4.6838643;40.5;-70
50.8627592;4.6838643;40.5;-67
50.8627592;4.6838643;40.5;-67
50.862759;4.6838639;40.48;-67
50.8627588;4.6838638;40.48;-65
50.8627585;4.6838639;40.5;-65
50.8627587;4.6838641;40.5;-65
50.8627587;4.6838642;40.51;-67
50.8627587;4.6838642;40.51;-67
50.8627589;4.6838645;40.52;-67
50.8627591;4.6838647;40.54;-67
50.8627591;4.6838647;40.54;-68
50.8627594;4.6838647;40.54;-67
50.8627594;4.6838647;40.54;-68
50.8627598;4.6838646;40.55;-68
50.8627598;4.6838646;40.55;-85
50.86276;4.6838643;40.55;-69
50.8627602;4.6838641;40.55;-68
50.8627606;4.6838641;40.54;-69
50.8627606;4.6838641;40.54;-68
50.8627606;4.6838638;40.55;-68
50.8627604;4.6838639;40.56;-68
50.8627601;4.683864;40.57;-68
50.8627597;4.6838641;40.58;-67
50.8627597;4.6838641;40.58;-67
50.8627591;4.6838634;40.6;-64
50.8627591;4.6838634;40.6;-65
50.8627591;4.6838634;40.6;-65
50.862759;4.6838633;40.6;-66
50.862759;4.6838633;40.6;-66
50.8627588;4.6838636;40.61;-66
50.8627588;4.6838636;40.61;-67
50.8627587;4.6838641;40.61;-67
50.8627587;4.6838641;40.61;-67
50.8627587;4.6838641;40.61;-68
50.8627587;4.6838641;40.61;-70
50.8627587;4.6838641;40.61;-69
50.8627586;4.6838643;40.62;-69
50.8627586;4.6838643;40.62;-69
50.8627585;4.6838648;40.61;-68
50.8627585;4.6838648;40.61;-68
50.8627585;4.6838649;40.62;-67
50.8627585;4.6838649;40.62;-68
50.8627585;4.6838649;40.62;-67
50.8627586;4.6838649;40.62;-68
50.8627586;4.6838649;40.62;-68
50.862759;4.6838647;40.63;-66
50.862759;4.6838647;40.63;-65
50.862759;4.6838647;40.63;-65
50.8627592;4.6838646;40.63;-67
50.8627596;4.6838648;40.65;-67
50.8627597;4.6838653;40.67;-67
50.8627597;4.6838658;40.68;-67
50.8627597;4.6838658;40.68;-66
50.8627598;4.6838664;40.68;-78
50.8627599;4.6838671;40.67;-66
50.8627601;4.6838677;40.67;-67
50.8627601;4.6838677;40.67;-67
50.8627601;4.6838677;40.67;-69
50.8627604;4.6838679;40.67;-66
50.862761;4.6838684;40.68;-65
50.8627665;4.6838735;40.7;-68
50.8627682;4.6838752;40.71;-68
50.8627731;4.6838795;40.73;-66
50.8627746;4.683881;40.73;-67
50.8627772;4.6838841;40.73;-66
50.8627774;4.6838843;40.73;-66
50.8627785;4.683884;40.69;-65
50.8627796;4.6838842;40.66;-64
50.8627796;4.6838842;40.66;-63
50.8627796;4.6838842;40.66;-64
50.8627801;4.6838847;40.67;-63
50.8627804;4.6838848;40.68;-66
50.8627804;4.6838848;40.68;-63
50.8627804;4.6838848;40.68;-64
50.8627805;4.6838848;40.68;-65
50.8627806;4.6838846;40.69;-66
50.8627806;4.6838846;40.69;-66
50.8627806;4.6838845;40.69;-61
50.8627806;4.6838845;40.69;-65
50.8627806;4.6838847;40.69;-66
50.8627806;4.6838847;40.69;-66
50.8627804;4.6838852;40.68;-66
50.8627801;4.6838857;40.66;-66
50.8627797;4.6838861;40.65;-66
50.8627794;4.6838865;40.65;-67
50.8627791;4.683887;40.63;-68
50.862779;4.6838875;40.61;-68
50.8627789;4.6838877;40.6;-67
50.862779;4.6838879;40.6;-67
50.862779;4.6838879;40.6;-67
50.862779;4.6838882;40.61;-67
50.8627789;4.6838887;40.62;-68
50.8627789;4.6838889;40.64;-68
50.8627789;4.6838889;40.64;-68
50.8627789;4.6838889;40.64;-67
50.8627787;4.683889;40.63;-66
50.8627787;4.683889;40.63;-66
50.8627786;4.683889;40.62;-66
50.8627784;4.6838889;40.61;-64
50.8627782;4.6838888;40.6;-64
50.8627786;4.6838892;40.62;-64
50.8627786;4.6838892;40.62;-83
50.8627789;4.6838895;40.63;-67
50.8627789;4.6838895;40.63;-67
50.8627791;4.6838896;40.62;-65
50.8627791;4.6838896;40.62;-66
50.8627791;4.6838896;40.62;-67
50.8627794;4.6838895;40.62;-61
50.8627794;4.6838895;40.62;-62
50.8627797;4.6838894;40.64;-60
50.86278;4.6838892;40.66;-66
50.8627799;4.6838891;40.68;-65
50.8627799;4.6838891;40.69;-64
50.8627798;4.6838892;40.7;-67
50.8627797;4.6838891;40.69;-67
50.8627797;4.6838891;40.69;-68
50.8627797;4.6838891;40.69;-65
50.8627798;4.6838888;40.68;-67
50.8627798;4.6838888;40.68;-62
50.8627797;4.6838877;40.68;-66
50.8627797;4.6838877;40.68;-65
50.8627796;4.6838875;40.68;-64
50.8627796;4.6838875;40.68;-63
50.8627793;4.6838875;40.69;-65
50.862779;4.6838877;40.69;-65
50.862779;4.6838877;40.69;-66
50.862779;4.6838877;40.69;-64
50.862779;4.6838877;40.69;-65
50.8627788;4.6838877;40.69;-65
50.8627788;4.6838877;40.69;-66
50.8627787;4.6838878;40.68;-66
50.8627787;4.6838879;40.68;-67
50.8627787;4.6838879;40.68;-66
