144.09368195965754;-68
144.12143683436108;-70
144.1577499614651;-68
144.1827900801106;-93
144.21054648191435;-67
144.21151764216904;-69
144.21151764216904;-68
144.3293595319739;-69
144.55301715866287;-69
144.55301715866287;-69
144.55301715866287;-69
144.8714088590064;-68
144.8714088590064;-68
145.11274838030397;-81
145.11274838030397;-72
145.11274838030397;-70
145.11274838030397;-69
145.11274838030397;-69
145.232509076253;-69
145.232509076253;-69
145.819039183104;-67
145.85439536657285;-68
145.85439536657285;-65
146.05951621353145;-96
146.05951621353145;-71
146.05951621353145;-69
146.18764091438192;-69
146.26387516367726;-69
146.26387516367726;-69
146.26387516367726;-69
146.34944919194402;-69
146.34944919194402;-68
146.439706270233;-70
146.51704334674434;-70
146.59988187425017;-72
146.59988187425017;-71
146.70583005423066;-69
146.73214985235919;-71
146.73214985235919;-70
146.73214985235919;-70
146.73214985235919;-70
146.7899410221923;-71
146.7899410221923;-70
146.7899410221923;-70
146.7899410221923;-70
146.8439650348199;-71
146.8439650348199;-70
146.8439650348199;-70
146.88503574424604;-71
146.91315870942807;-70
147.0395299198074;-67
147.20036767292422;-66
147.2918779518461;-68
147.35370047288595;-68
147.35370047288595;-68
147.35370047288595;-68
147.35370047288595;-67
147.44142721009098;-71
147.44142721009098;-68
147.44142721009098;-68
147.44142721009098;-67
147.54665427358012;-71
147.54665427358012;-70
147.54665427358012;-70
147.54665427358012;-70
147.677063947604;-70
147.7371963277595;-64
148.07291375528555;-69
148.1872557407504;-69
148.40821742963584;-70
148.51483687377393;-70
148.51483687377393;-70
148.62078380339153;-71
148.7099407883744;-70
148.7099407883744;-69
148.7827916362462;-68
148.78736537465596;-70
148.78736537465596;-69
148.78736537465596;-69
148.78736537465596;-69
148.79070253491835;-70
148.81250600354622;-70
148.81250600354622;-69
148.81250600354622;-69
148.83462090756018;-67
148.83462090756018;-67
148.83462090756018;-66
148.86064140712864;-65
148.86137258030791;-70
148.86902762968865;-68
148.86902762968865;-68
148.87574268838648;-68
148.87574268838648;-66
148.88051996314218;-68
148.88051996314218;-65
148.88270307202072;-71
148.90257347565284;-94
148.913838043791;-67
148.92701145878434;-70
148.92701145878434;-70
148.93468114727025;-69
148.93468114727025;-67
148.93468114727025;-67
148.93898116657752;-67
148.9414039033338;-70
148.9414039033338;-69
148.9414039033338;-67
148.94933109877113;-69
148.95600978537368;-69
148.95600978537368;-68
148.95913414316874;-69
148.97278635045734;-69
148.97278635045734;-68
148.97278635045734;-68
148.97278635045734;-68
148.98117477587107;-70
148.98117477587107;-70
148.98117477587107;-69
148.98149941088275;-70
148.98149941088275;-68
148.98885129099583;-90
148.98885129099583;-72
148.98885129099583;-69
148.98885129099583;-68
148.9989769402067;-71
148.9989769402067;-67
149.00250325976018;-69
149.00250325976018;-67
149.0108917141611;-72
149.0108917141611;-72
149.02055073191656;-67
149.02383178782168;-69
149.03393750165918;-71
149.03393750165918;-71
149.0468740011533;-70
149.0468740011533;-69
149.04952519232768;-67
149.04952519232768;-66
149.04952519232768;-66
149.05354868270348;-83
149.05354868270348;-70
149.05910976722964;-68
149.05910976722964;-68
149.05910976722964;-68
149.05910976722964;-68
149.06337988458392;-96
149.06337988458392;-69
149.06337988458392;-68
149.06506426806473;-72
