0.3908351	Connecting to WiFi..
1.2888278	.........192.168.1.3
1.3034493	S
1.3907900999999998	S
count=0
1.5130981000000001	>
1.5257393000000001	B
1.6966158	S
1.8404860000000003	S
1.8997386	S
2.0408588	S
2.0934478	S
2.2399353	N
2.2945191	S
2.4456333	S
2.5016113	S
2.6470160000000003	S
count=1
2.6992132	>
2.7039162	B
2.8787328	N
2.8883589	Received 29 bytes from 192.168.1.1, port 8000
2.8964268	UDP packet contents: Hi there! Got the message :-)
2.9847862000000003	S
3.1008859	S
3.1853145	S
3.3079175000000003	S
3.3897218000000002	S
3.5111525	S
3.5908029999999997	S
3.7138123000000003	S
3.7882938000000004	S
3.9091976	S
4.0240807	S
4.1515774	S
4.1937329	S
count=2
4.3146486	>
4.325925799999999	B
4.5467375	S
4.6022121	S
4.722376499999999	S
4.8393368	S
count=3
4.905743299999999	>
4.918281299999999	B
5.0810553999999994	S
5.215675	N
5.3336966	S
5.3933122	S
5.518997	S
5.6419321	S
5.6940693	S
5.812449399999999	S
5.931667999999999	S
6.0015804	D1-3**************************
6.0130554	S
6.127114	S
6.254636199999999	S
6.2978225	S
6.4299551	S
6.549997599999999	S
6.6025633	S
6.7360432999999995	S
6.8573173999999995	S
6.9079199	D1-4**************************
6.9138391	S
7.0260032	S
7.1599983	S
7.2152705	S
7.3137085	D1-5**************************
7.323446199999999	S
7.4304575999999996	S
7.547161	S
7.6802266	S
7.7272519	S
7.856305399999999	S
7.9670388	S
8.0188807	S
8.144474200000001	S
8.2641197	S
8.3374641	S
8.4464285	S
8.5592567	S
8.676996800000001	S
8.733978500000001	S
8.8609744	S
8.980439800000001	S
9.0295322	S
9.1546049	S
9.2805374	D1-6**************************
9.291556400000001	S
9.347238	S
9.4813199	S
9.5457327	S
9.665454200000001	N
9.682829700000001	Received 29 bytes from 192.168.1.1, port 8000
9.6913328	UDP packet contents: Hi there! Got the message :-)
9.738947000000001	S
9.8487832	S
9.9710088	S
10.082305700000001	S
10.198878	S
count=4
10.2514822	>
10.2680105	B
10.4292655	S
10.5705136	S
10.679290400000001	S
10.7293444	S
10.8789511	S
10.9390493	S
11.0718584	S
11.1889192	D1-8**************************
11.199191200000001	S
11.2428153	S
11.3793193	S
count=5
11.442009800000001	>
11.4493151	B
11.624328700000001	S
11.764533700000001	D1-10*************************
11.7766464	S
11.8353175	S
11.9583329	S
12.071345	S
12.1237446	S
12.24192	S
12.3620047	S
12.4380146	S
12.5602333	S
12.6741243	S
12.738301400000001	S
12.861428100000001	N
12.8768058	Received 29 bytes from 192.168.1.1, port 8000
12.8874561	UDP packet contents: Hi there! Got the message :-)
12.949795	N
12.9602298	Received 29 bytes from 192.168.1.1, port 8000
12.9688516	UDP packet contents: Hi there! Got the message :-)
13.0726378	S
13.1875751	S
13.2449098	S
13.3411234	S
13.442267300000001	S
13.555482300000001	S
13.6715502	D1-14*************************
13.679809800000001	S
13.747023	S
13.8654136	S
13.9860293	N
14.0003869	Received 29 bytes from 192.168.1.1, port 8000
14.011540700000001	UDP packet contents: Hi there! Got the message :-)
14.0457883	S
14.1608868	S
14.2807514	S
14.3573696	S
14.4840953	S
14.5977996	D1-15*************************
14.6085869	S
14.6705365	S
14.7904883	S
14.910559600000001	D1-16*************************
14.921213400000001	S
14.974864400000001	S
count=6
15.1047595	>
15.112792800000001	B
15.29275	S
15.417428	S
15.507092300000002	N
15.515304900000002	Received 29 bytes from 192.168.1.1, port 8000
15.523145000000001	UDP packet contents: Hi there! Got the message :-)
15.6354575	S
15.6881528	S
15.809123300000001	S
15.893759700000002	S
16.0127815	S
16.0913787	S
16.202833299999998	S
16.2937898	S
16.4063482	D1-18*************************
16.4184298	S
16.5580535	S
16.6029841	S
16.7554998	S
16.801188699999997	S
16.8992978	S
17.042693699999997	S
17.156835599999997	S
17.206547	D1-19*************************
17.212401699999997	S
17.323436899999997	S
17.412632799999997	S
17.526090699999997	S
count=7
17.614767699999998	>
17.6288879	B
17.7974154	S
17.945710899999998	S
17.9991646	S
18.142812799999998	S
18.2038066	S
18.3441291	S
count=8
18.405197299999998	>
18.417094799999997	B
count=9
18.584344299999998	>
18.5902256	B
18.7716398	S
18.893592899999998	S
18.9803446	N
18.9952167	Received 29 bytes from 192.168.1.1, port 8000
19.002948	UDP packet contents: Hi there! Got the message :-)
19.062821699999997	S
19.1814038	S
19.3010853	S
19.374075599999998	S
19.4943334	S
19.572210199999997	S
19.708192099999998	S
19.779314	S
19.9008197	S
19.9807645	S
20.089204799999997	S
20.2080195	S
20.2815124	S
20.399390399999998	S
count=10
20.5116236	>
20.5201386	B
20.701849199999998	S
20.787274699999998	S
20.905256899999998	S
21.0257948	S
21.099166099999998	S
21.2179239	S
21.3023934	S
count=11
21.422490099999997	>
21.434009699999997	B
21.6043356	S
21.7313394	S
21.805885999999997	S
21.924228099999997	S
22.0096642	S
22.119778699999998	S
22.210763	S
22.331665899999997	S
22.410285299999998	S
22.525639899999998	D1-21*************************
22.5358888	N
22.5496734	Received 29 bytes from 192.168.1.1, port 8000
22.559849	UDP packet contents: Hi there! Got the message :-)
22.6121084	S
22.7179157	S
22.8187644	S
22.9210218	S
23.0211029	S
23.1163079	S
23.2352104	N
23.2451883	Received 29 bytes from 192.168.1.1, port 8000
23.2512331	UDP packet contents: Hi there! Got the message :-)
23.327100899999998	S
23.425698399999998	S
count=12
23.5286053	>
23.541133	B
23.7074531	S
23.823715399999998	D1-22*************************
23.834864999999997	S
23.906938399999998	S
24.027513199999998	S
24.147813499999998	S
24.2165917	S
24.3401094	S
